年度期別,縣市別,社區大學名稱,據點名稱,據點地址
110年秋季班 ( 含暑假班 ),新北市,新北市新店崇光社區大學,校本部,新北市新店區三民路19號
110年秋季班 ( 含暑假班 ),新北市,新北市新店崇光社區大學,石碇學習點,新北市石碇區靜安路一段245號
110年秋季班 ( 含暑假班 ),新北市,新北市新店崇光社區大學,坪林學習點,新北市坪林區坪林街101號
110年秋季班 ( 含暑假班 ),新北市,新北市新店崇光社區大學,深坑學習點,深坑區北深路一段83巷8弄36號
110年秋季班 ( 含暑假班 ),新北市,新北市新店崇光社區大學,烏來學習點,新北市烏來區新烏路五段111號
110年秋季班 ( 含暑假班 ),新北市,新北市新店崇光社區大學,新店教學點--中華聖母堂,新北市新店區中正路367號
110年秋季班 ( 含暑假班 ),新北市,新北市新店崇光社區大學,新店教學點-博蒂高爾夫球場,新北市新店區中興路三段1號
110年秋季班 ( 含暑假班 ),新北市,新北市淡水社區大學,校本部,新北市淡水區鼻頭街22號
110年秋季班 ( 含暑假班 ),新北市,新北市中和社區大學,校本部,新北市中和區興南路二段3巷17號
110年秋季班 ( 含暑假班 ),新北市,新北市樹林社區大學,校本部,新北市樹林區育英街176號
110年秋季班 ( 含暑假班 ),新北市,新北市樹林社區大學,區務教室,樹林區文化街112巷2號
110年秋季班 ( 含暑假班 ),新北市,新北市樹林社區大學,桃子腳國中小,新北市樹林區學勤路555號
110年秋季班 ( 含暑假班 ),新北市,新北市樹林社區大學,北園活動中心,新北市樹林區佳園路3段15號2樓
110年秋季班 ( 含暑假班 ),新北市,新北市樹林社區大學,潭底教學農地,新北市樹林區保安街一段289巷3號對面
110年秋季班 ( 含暑假班 ),新北市,新北市樹林社區大學,樹林高中,新北市樹林區中華路8號
110年秋季班 ( 含暑假班 ),新北市,新北市樹林社區大學,圳福活動中心,新北市樹林區中正路21-1號2樓
110年秋季班 ( 含暑假班 ),新北市,新北市樹林社區大學,樹西活動中心,新北市樹林區復興路225巷2號
110年秋季班 ( 含暑假班 ),新北市,新北市樹林社區大學,彭福國小,新北市樹林區忠孝街30號
110年秋季班 ( 含暑假班 ),新北市,新北市樹林社區大學,樹林柑園活動中心,新北市樹林區佳園路三段128號
110年秋季班 ( 含暑假班 ),新北市,新北市樹林社區大學,北園活動中心,新北市樹林區佳園路三段15號
110年秋季班 ( 含暑假班 ),新北市,新北市三重社區大學,二重校區,新北市三重區忠孝路三段89號（地下一樓）
110年秋季班 ( 含暑假班 ),新北市,新北市三重社區大學,線上,各班老師所使用雲端系統
110年秋季班 ( 含暑假班 ),新北市,新北市三重社區大學,光榮校區,新北市三重區介壽路32號
110年秋季班 ( 含暑假班 ),新北市,新北市三重社區大學,三重校區,新北市三重區三和路三段1號
110年秋季班 ( 含暑假班 ),新北市,新北市三重社區大學,三和校區,新北市三重區三和路四段216號
110年秋季班 ( 含暑假班 ),新北市,新北市三重社區大學,天台校區,新北市三重區重新路二段78號7樓
110年秋季班 ( 含暑假班 ),新北市,新北市三重社區大學,碧華校區,新北市三重區五華街160號
110年秋季班 ( 含暑假班 ),新北市,新北市三重社區大學,正義校區,新北市三重區信義西街31號
110年秋季班 ( 含暑假班 ),新北市,新北市三重社區大學,厚德校區,新北市三重區忠孝路一段70號
110年秋季班 ( 含暑假班 ),新北市,新北市三鶯社區大學,校本部,新北市三峽區復興路238號
110年秋季班 ( 含暑假班 ),新北市,新北市三鶯社區大學,新北市立北大高中,新北市三峽區大義路277號
110年秋季班 ( 含暑假班 ),新北市,新北市三鶯社區大學,新北市立龍埔國民小學,新北市三峽區大學路6號
110年秋季班 ( 含暑假班 ),新北市,新北市三鶯社區大學,新北市鶯歌區永吉國民小學,新北市鶯歌區德昌二街2號
110年秋季班 ( 含暑假班 ),新北市,新北市三鶯社區大學,新北市立鶯歌高級工商職業學校,新北市鶯歌區中正三路154號
110年秋季班 ( 含暑假班 ),新北市,新北市汐止社區大學,校本部,新北市汐止區大同路二段394號
110年秋季班 ( 含暑假班 ),桃園市,桃園市新楊平社區大學,校本部,桃園市楊梅區新農街337號4F(楊明國中內)
110年秋季班 ( 含暑假班 ),桃園市,桃園市新楊平社區大學,平鎮辦事處,桃園市平鎮區和平路190號
110年秋季班 ( 含暑假班 ),桃園市,桃園市桃園社區大學,校本部,桃園市桃園區經國路276號
110年秋季班 ( 含暑假班 ),桃園市,桃園市中壢社區大學,校本部,桃園市中壢區中正路487巷18號
110年秋季班 ( 含暑假班 ),桃園市,桃園市八德社區大學,校本部,桃園市八德區忠勇街12號
110年秋季班 ( 含暑假班 ),桃園市,桃園市蘆山園社區大學,校本部,桃園市龜山區頂興路2號
110年秋季班 ( 含暑假班 ),新竹縣,新竹縣竹東社區大學,校本部,新竹縣竹東鎮自強路169號
110年秋季班 ( 含暑假班 ),新竹縣,新竹縣竹北社區大學,校本部,新竹縣竹北市中正西路154號
110年秋季班 ( 含暑假班 ),新竹市,新竹市竹塹社區大學,校本部,新竹市民族路33號
110年秋季班 ( 含暑假班 ),新竹市,新竹市科學城社區大學,校本部,新竹市光復路一段512號
110年秋季班 ( 含暑假班 ),新竹市,新竹市科學城社區大學,新竹市東區建華國民中學,新竹市東區學府路2號
110年秋季班 ( 含暑假班 ),新竹市,新竹市科學城社區大學,一品大觀,新竹市東區八德路233號
110年秋季班 ( 含暑假班 ),新竹市,新竹市科學城社區大學,32π青年基地,新竹市東區林森路32號一樓
110年秋季班 ( 含暑假班 ),新竹市,新竹市科學城社區大學,謝迺岳老師工作室,高峰路325巷八弄18號
110年秋季班 ( 含暑假班 ),新竹市,新竹市科學城社區大學,綠水市民活動中心,新竹市東區博愛街106號
110年秋季班 ( 含暑假班 ),新竹市,新竹市科學城社區大學,關新社區,新竹市關新路53號4樓
110年秋季班 ( 含暑假班 ),新竹市,新竹市科學城社區大學,三福宮會議室,新竹市東區民享一街112號土地公廟旁會議室
110年秋季班 ( 含暑假班 ),新竹市,新竹市科學城社區大學,徐氏宗親會,新竹市東區科學園路95號
110年秋季班 ( 含暑假班 ),新竹市,新竹市科學城社區大學,南港市民活動中心,新竹市香山區南港街48之1號
110年秋季班 ( 含暑假班 ),新竹市,新竹市科學城社區大學,科園市民活動中心,新竹市東區民享一街36號
110年秋季班 ( 含暑假班 ),新竹市,新竹市科學城社區大學,三民市民活動中心,新竹市東區中華路二段2-1號
110年秋季班 ( 含暑假班 ),新竹市,新竹市科學城社區大學,東山市民活動中心,新竹市東區食品路155巷27號
110年秋季班 ( 含暑假班 ),新竹市,新竹市竹松社區大學,校本部,新竹市東區南大路521號
110年秋季班 ( 含暑假班 ),苗栗縣,苗栗縣社區大學,校本部,苗栗市至公路251號
110年秋季班 ( 含暑假班 ),苗栗縣,苗栗縣社區大學,國立竹南高中,苗栗縣竹南鎮中正路98號(警衛室2樓)
110年秋季班 ( 含暑假班 ),苗栗縣,苗栗縣社區大學,國立苑裡高中,苗栗縣苑裡鎮育才街100號(國立苑高活動中心)
110年秋季班 ( 含暑假班 ),苗栗縣,苗栗縣大明社區大學,校本部,苗栗市經國路二段485號
110年秋季班 ( 含暑假班 ),苗栗縣,苗栗縣大明社區大學,三義行動教室,苗栗縣三義鄉雙潭村雙連潭110-7號
110年秋季班 ( 含暑假班 ),苗栗縣,苗栗縣大明社區大學,三義行動教室,苗栗縣三義鄉雙湖村106號-2
110年秋季班 ( 含暑假班 ),苗栗縣,苗栗縣大明社區大學,通霄行動教室,苗栗縣通霄鎮通東里中正路8號
110年秋季班 ( 含暑假班 ),苗栗縣,苗栗縣大明社區大學,苑裡行動教室,苗栗縣苑裡鎮房裡里南房2鄰14號
110年秋季班 ( 含暑假班 ),苗栗縣,苗栗縣大明社區大學,造橋行動教室,苗栗縣造橋鄉造橋村14鄰1號
110年秋季班 ( 含暑假班 ),苗栗縣,苗栗縣大明社區大學,頭屋行動教室,苗栗縣頭屋鄉獅潭村1鄰7-6號
110年秋季班 ( 含暑假班 ),苗栗縣,苗栗縣大明社區大學,銅鑼行動教室,苗栗縣銅鑼鄉竹森村4鄰22-1號
110年秋季班 ( 含暑假班 ),苗栗縣,苗栗縣大明社區大學,銅鑼行動教室,苗栗縣銅鑼鄉福興村中山路2-5號
110年秋季班 ( 含暑假班 ),苗栗縣,苗栗縣大明社區大學,三灣行動教室,苗栗縣三灣鄉三灣村肚兜角13鄰22號3樓
110年秋季班 ( 含暑假班 ),苗栗縣,苗栗縣大明社區大學,頭份行動教室,苗栗縣頭份鎮東興路37巷17號
110年秋季班 ( 含暑假班 ),苗栗縣,苗栗縣大明社區大學,西湖行動教室,苗栗縣西湖鄉二湖村2鄰土牛溝16-7號
110年秋季班 ( 含暑假班 ),苗栗縣,苗栗縣大明社區大學,公館行動教室,苗栗縣公館鄉館中村宮前路101號
110年秋季班 ( 含暑假班 ),苗栗縣,苗栗縣大明社區大學,竹南行動教室,苗栗縣竹南鎮中正路92號
110年秋季班 ( 含暑假班 ),臺中市,臺中市文山社區大學,校本部,臺中市西屯區天保街60號
110年秋季班 ( 含暑假班 ),臺中市,臺中市文山社區大學,中工教室,臺中市西屯區中工三路199號2樓
110年秋季班 ( 含暑假班 ),臺中市,臺中市文山社區大學,鹿寮國中,臺中市沙鹿區光華路385號
110年秋季班 ( 含暑假班 ),臺中市,臺中市文山社區大學,沙鹿高工,臺中市沙鹿區臺灣大道7段823號
110年秋季班 ( 含暑假班 ),臺中市,臺中市文山社區大學,重慶國小,臺中市西屯區重慶路358號
110年秋季班 ( 含暑假班 ),臺中市,臺中市文山社區大學,中山國中,臺中市西屯區寧夏路179號
110年秋季班 ( 含暑假班 ),臺中市,臺中市大屯社區大學,校本部,臺中市大里區國中路365號
110年秋季班 ( 含暑假班 ),臺中市,臺中市大屯社區大學,分校,臺中市霧峰區中正路1222號
110年秋季班 ( 含暑假班 ),臺中市,臺中市北屯社區大學,校本部,臺中市北區北屯路10號5樓
110年秋季班 ( 含暑假班 ),臺中市,臺中市北屯社區大學,陳平分部（陳平國小）,臺中市北屯區崇德路三段568號
110年秋季班 ( 含暑假班 ),臺中市,臺中市北屯社區大學,大德分部（大德國中）,臺中市北屯區雷中街2-23號
110年秋季班 ( 含暑假班 ),臺中市,臺中市北屯社區大學,文昌分部（文昌國小）,臺中市北屯區昌平路一段91號
110年秋季班 ( 含暑假班 ),臺中市,臺中市北屯社區大學,東山分部（東山高中）,臺中市北屯區景賢六路200號
110年秋季班 ( 含暑假班 ),臺中市,臺中市北屯社區大學,松竹分部（松竹國小）,臺中市北屯區昌平路二段12號
110年秋季班 ( 含暑假班 ),臺中市,臺中市北屯社區大學,仁美分部（仁美國小）,臺中市北屯區崇德路三段568號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,校本部,臺中市東勢區中泰街88號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,東勢區-復興宮,臺中市東勢區南平里本街南片巷100之1號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,東勢區-上新里活動中心,臺中市東勢區上新里忠孝街150-1號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,東勢區-山城谷中百合教會 ,台中市東勢區正五街17號3樓
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,石岡區-樹之王,臺中市石岡區明德路105號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,東勢區-蜻蜓谷,臺中市東勢區東坑路西盛巷60號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,東勢區-梨之鄉,臺中市423東勢區東崎街四段242號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,石岡區-鵲慈中醫,臺中市石岡區石岡街1號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,東勢區-中山國小,臺中市東勢區中泰街88號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,東勢區-文昌廟,臺中市東勢區文昌前街1號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,東勢區-霞米的店,臺中市東勢區第二橫街28號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,新社區-詠惠生技,臺中市新社區大南里興中街42－1號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,東勢區-泰昌里活動中心,臺中市東勢區泰昌里名流街28巷2號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,東勢區-中寧里活動中心,臺中市東勢區中寧里文化街115巷3號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,東勢區-北興里活動中心,臺中市東勢區北興里文化街115巷7號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,新社區-新社高中,臺中市新社區復盛里中和街三段國中巷10號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,新社區-聯合里活動中心,臺中市新社區復盛里興社街二段28-1號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,石岡區-石岡國小,臺中市石岡區石岡街123號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,東勢區-新盛國小,臺中市東勢區新盛街342號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,東勢區-東勢國中,臺中市東勢區東崎路五段415號
110年秋季班 ( 含暑假班 ),臺中市,臺中市山線社區大學,東勢區-東勢國小,臺中市東勢區廣興里第五橫街1號
110年秋季班 ( 含暑假班 ),臺中市,臺中市海線社區大學,校本部,臺中市梧棲區民生街12號
110年秋季班 ( 含暑假班 ),臺中市,臺中市海線社區大學,弘光科技大學,臺中市沙鹿區臺灣大道六段1018號
110年秋季班 ( 含暑假班 ),臺中市,臺中市五權社區大學,校本部,臺中市西區五權路2-3號4F
110年秋季班 ( 含暑假班 ),臺中市,臺中市後驛社區大學,校本部,臺中市東區臺中路283號
110年秋季班 ( 含暑假班 ),臺中市,臺中市南湖社區大學,校本部,臺中市南屯區嶺東路1號
110年秋季班 ( 含暑假班 ),臺中市,臺中市甲安埔社區大學,校本部,臺中市大甲區甲東路512號
110年秋季班 ( 含暑假班 ),臺中市,臺中市甲安埔社區大學,順天分部,臺中市大甲區大安港路67號
110年秋季班 ( 含暑假班 ),臺中市,臺中市甲安埔社區大學,五里聯合活動中心1樓,臺中市大甲區德興路65號
110年秋季班 ( 含暑假班 ),臺中市,臺中市甲安埔社區大學,義和、新美里活動中心1樓,臺中市大甲區義和里中山路一段484巷45號
110年秋季班 ( 含暑假班 ),臺中市,臺中市甲安埔社區大學,大甲國小,臺中市大甲區育德路233號
110年秋季班 ( 含暑假班 ),臺中市,臺中市甲安埔社區大學,太白社區活動中心,臺中市大甲區通天路110-2號
110年秋季班 ( 含暑假班 ),臺中市,臺中市甲安埔社區大學,順天里活動中心,臺中市大甲區順天路146號3樓
110年秋季班 ( 含暑假班 ),臺中市,臺中市甲安埔社區大學,嘟嘟道場,臺中市大甲區經國路95巷13號
110年秋季班 ( 含暑假班 ),臺中市,臺中市甲安埔社區大學,Apple Yoga,臺中市大甲區大安港路53巷3號
110年秋季班 ( 含暑假班 ),臺中市,臺中市甲安埔社區大學,舊文武里活動中心2樓,臺中市大甲區德興路61號
110年秋季班 ( 含暑假班 ),臺中市,臺中市甲安埔社區大學,大甲區農會3樓會議室,臺中市大甲區文武路10號
110年秋季班 ( 含暑假班 ),臺中市,臺中市后豐社區大學,校本部,臺中市豐原區豐東路75號
110年秋季班 ( 含暑假班 ),臺中市,臺中市潭雅神社區大學,校本部,臺中市潭子區中山路二段31號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣二林社區大學,校本部,彰化縣二林鎮豐田里斗苑路四段500號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣湖埔社區大學,校本部,彰化縣溪湖鎮太平里文二街14號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣湖埔社區大學,埔鹽分校,彰化縣埔鹽鄉彰水路一段74號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣湖埔社區大學,埔心分校,彰化縣埔心鄉員鹿路二段194號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣鹿秀社區大學,校本部,彰化縣鹿港鎮龍舟路22號3樓
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣鹿秀社區大學,秀水分校,彰化縣秀水鄉中山路257號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣彰化社區大學,校本部,彰化市福山街348號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣彰化社區大學,民族路行動教室,彰化市民族路209號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣美港西社區大學,校本部,彰化縣和美鎮西園路31號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣美港西社區大學,伸港鄉泉厝社區,彰化縣伸港鄉泉厝路44之3號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣美港西社區大學,泉州社區活動中心,彰化縣伸港鄉泉州村仁愛路123號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣美港西社區大學,曾家社區活動中心,彰化縣伸港鄉曾家村曾家路72號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣美港西社區大學,線西鄉老人會 ,彰化縣線西鄉中央路二段15號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣美港西社區大學,線西頂犁社區活動中心,彰化縣線西鄉頂犁路48號1號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣美港西社區大學,線西鄉頂犁社區,彰化縣線西鄉頂犁村頂犁路48-1號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣美港西社區大學,線西鄉農會,彰化縣線西鄉中央路二段20號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣美港西社區大學,線西鄉線西社區,彰化縣線西鄉中央路二段536巷31號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣美港西社區大學,和美鎮中圍社區,彰化縣和美鎮竹社路123號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣美港西社區大學,和美鎮中寮大庄社區,彰化縣和美鎮桂東路159巷18號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣美港西社區大學,和美鎮林庚壬議員服務處,彰化縣和美鎮信義路241號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣美港西社區大學,和美鎮源埤社區,彰化縣和美鎮南安路105號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣美港西社區大學,國立和美實驗學校,彰化縣和美鎮鹿和路六段115號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣美港西社區大學,和美鎮新庄社區活動中心 ,彰化縣和美鎮東發路100巷30號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣美港西社區大學,和美雅溝社區活動中心,彰化縣和美鎮雅溝里南軒路359巷7號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣美港西社區大學,和美詔安社區活動中心,彰化縣和美鎮彰和路2段176號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣美港西社區大學,和美竹營社區活動中心,彰化縣和美鎮和頭路237號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣員永村社區大學,校本部,彰化縣員林市員水路二段313號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣員永村社區大學,彰化縣育英國民小學,彰化縣員林市光明街31號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣員永村社區大學,大橋社區活動中心,彰化縣大村鄉中山路三段193巷69號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣員永村社區大學,彰化縣永靖國民小學,彰化縣永靖鄉中山路二段65號
110年秋季班 ( 含暑假班 ),彰化縣,彰化縣二社田社區大學,校本部,彰化縣田中鎮中州路一段177號
110年秋季班 ( 含暑假班 ),南投縣,南投縣貓羅溪社區大學,校本部,南投縣南投市復興路669號
110年秋季班 ( 含暑假班 ),南投縣,南投縣貓羅溪社區大學,聖三一堂教育大樓,南投縣南投市虎山路104號
110年秋季班 ( 含暑假班 ),南投縣,南投縣貓羅溪社區大學,中寮分校,南投縣中寮鄉永平村永平路316號
110年秋季班 ( 含暑假班 ),南投縣,南投縣貓羅溪社區大學,名間分校,南投縣名間鄉彰南路220號
110年秋季班 ( 含暑假班 ),南投縣,南投縣貓羅溪社區大學,草屯分校,南投縣草屯鎮玉屏路210號
110年秋季班 ( 含暑假班 ),南投縣,南投縣貓羅溪社區大學,古韻箏樂團,南投縣草屯鎮虎山路306號
110年秋季班 ( 含暑假班 ),南投縣,南投縣貓羅溪社區大學,南投縣中寮鄉義和社區發展協會,南投縣中寮鄉永平路447之12號
110年秋季班 ( 含暑假班 ),南投縣,南投縣貓羅溪社區大學,力揚乒乓球運動館,南投縣南投市振興巷109號
110年秋季班 ( 含暑假班 ),南投縣,南投縣貓羅溪社區大學,吳秋植物染工作坊,南投縣中寮鄉永平路85-3號
110年秋季班 ( 含暑假班 ),南投縣,南投縣水沙連社區大學,校本部,南投縣埔里鎮大城里大城路169號
110年秋季班 ( 含暑假班 ),南投縣,南投縣水沙連社區大學,南投縣水沙連社區大學國姓分校,南投縣國姓鄉石門村國姓路237號
110年秋季班 ( 含暑假班 ),南投縣,南投縣水沙連社區大學,南投縣水沙連社區大學魚池分校,南投縣魚池鄉瓊文巷41號
110年秋季班 ( 含暑假班 ),南投縣,南投縣濁水溪社區大學,校本部,南投縣竹山鎮自強路100號
110年秋季班 ( 含暑假班 ),南投縣,南投縣濁水溪社區大學,鹿谷分校,南投縣鹿谷鄉中正路2段174號
110年秋季班 ( 含暑假班 ),南投縣,南投縣濁水溪社區大學,水里分校,南投縣水里鄉民生路68號
110年秋季班 ( 含暑假班 ),南投縣,南投縣濁水溪社區大學,集集分校,南投縣集集鎮東昌巷4號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,校本部,雲林縣虎尾鎮文化路64號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,元長新生國小,雲林縣元長鄉新生路11號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,頂寮村集會所,雲林縣元長鄉1612號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,虎尾建國眷村,雲林縣虎尾鎮
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,元長盼望教會,雲林縣元長鄉元西路5號之24號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,馬光教會,雲林縣土庫鎮民權路47號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,褒忠中勝埔姜聯合集會所,雲林縣褒忠鄉
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,國來田莊,雲林縣土庫鎮
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,耕心有機農場,雲林縣虎尾鎮興南1之20號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,東勢鄉大眾爺廣場,雲林縣東勢鄉四安路路25號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,褒忠鄉-新湖大眾爺廣場,雲林縣褒忠鄉褒忠鄉新湖村新湖2之3號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,中民活動中心,雲林縣褒忠鄉中民村三民路39號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,褒忠國小,雲林縣褒忠鄉中勝路72號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,褒忠國中,雲林縣褒忠鄉中勝路62號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,龍潭社區活動中心,雲林縣東勢鄉仁愛路41號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,復興社區活動中心,雲林縣東勢鄉復興村復興路2號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,長南村社區活動中心,雲林縣元長鄉長南村元南路125號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,元長國中,雲林縣元長鄉長南村元南路16號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,冠廚食品股份有限公司,雲林縣元長鄉頂山路17之25號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,頂寮社區活動中心,雲林縣元長鄉1612號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,元長國小,雲林縣元長鄉元西路76號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,土庫老人會,雲林縣土庫鎮新建路1-6號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,馬光老人會,雲林縣土庫鎮民權路43號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,越港社區活動中心,雲林縣土庫鎮成功路1-10號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,土庫庄役場,雲林縣土庫鎮中山路252號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,越港社區活動中心,雲林縣土庫鎮成功路1-10號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,虎尾鎮三合社區雅槌農園,雲林縣虎尾鎮立仁里5鄰北平路199號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,農博生態園區,雲林縣虎尾鎮建成路
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,虎尾國小,雲林縣虎尾鎮明正路88號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,埒內社區活動中心,雲林縣虎尾鎮埒內里埒內143-5號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,平和國小,雲林縣虎尾鎮光復路22號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,Return工作室,雲林縣虎尾鎮文化路100號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,旗艦貨櫃咖啡屋,雲林縣虎尾鎮博愛路63巷65號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,西安社區活動中心,雲林縣虎尾鎮西安里五間厝29鄰80號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,虎尾興南有機農業推廣中心,雲林縣虎尾鎮興南80-3號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,廉使社區活動中心,雲林縣虎尾鎮廉使里7鄰廉使1020號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,虎尾多功能活動中心,雲林縣虎尾鎮平和里大成街123號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣虎尾溪社區大學,虎尾鎮西安社區活動中心,雲林縣虎尾鎮西安里五間厝29鄰80號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣山線社區大學,校本部,雲林縣斗六市大學路三段123號 設計二館dc121a
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣山線社區大學,雲林國中,雲林縣斗六市明德路599號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣海線社區大學,校本部,雲林縣北港鎮成功路30號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣海線社區大學,四湖石頭屋,雲林縣四湖鄉中正路514巷59號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣海線社區大學,北港農工,雲林縣北港鎮太平路80號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣海線社區大學,松西村活動中心,雲林縣水林鄉松西村後厝路59號旁
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣海線社區大學,張老師音樂教室,雲林縣四湖鄉新市街158號
110年秋季班 ( 含暑假班 ),雲林縣,雲林縣海線社區大學,薇舞薇動舞蹈教室,雲林縣北港鎮義民路209巷4號5樓號
