年度期別,縣市別,社區大學名稱,據點名稱,據點地址
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹東社區大學,人能舞蹈教室,新竹縣竹東鎮大同路95號3樓
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹東社區大學,所羅門馬術俱樂部,新竹縣竹東鎮柯湖路一段157-6號
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹東社區大學,東孝社區活動中心,新竹縣竹東鎮東寧路3段127號
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹東社區大學,大地幼兒園,新竹縣竹東鎮康莊街107巷54號
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹東社區大學,竹東國小,新竹縣竹東鎮康寧街1號
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹東社區大學,人能舞蹈教室,新竹縣竹東鎮東寧路2段319號
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹東社區大學,一盃如意茶,新竹縣竹東鎮榮樂里大同路77號
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹東社區大學,三重社區活動中心,新竹縣竹東鎮三重里中興路2段152巷30號
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹東社區大學,長安老人養護中心,新竹縣竹東鎮長安路130號
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹東社區大學,商華社區活動中心,新竹縣竹東鎮公園路8號
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹東社區大學,古箏教室(雅筑音樂),新竹縣竹東鎮至善路9號1樓
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹東社區大學,二重社區活動中心,新竹縣竹東鎮二重里中興路3段73巷23號
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹東社區大學,大華科技大學,新竹縣芎林鄉大華路1號
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹東社區大學,芎林上山碾米廠,新竹縣芎林鄉上山村文山路789號
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹東社區大學,燒炭窩 竹風樂境,新竹縣芎林鄉五龍村9鄰76號
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹東社區大學,芎林上山集會所,新竹縣芎林鄉綠獅三街6號
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹東社區大學,波波的氣球世界,新竹縣竹東鎮自強路3段272巷54號
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹東社區大學,何葉畫室,新竹縣竹東鎮忠孝街71巷1弄29號
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹北社區大學,博愛國中,新竹縣竹北市縣政十三路81號
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹北社區大學,竹北國中,新竹縣竹北市中正西路154號
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹北社區大學,六家國小,新竹縣竹北市嘉興路62號
109年春季班 ( 含寒假班 ),新竹縣,新竹縣竹北社區大學,新社國小,新竹縣竹北市新社里40號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,北區辦公室暨竹南開課點,苗栗縣竹南鎮中正路98號(竹南高中)
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,中區辦公室暨苗栗開課點,苗栗市至公路251號(建台中學)
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,南區辦公室暨苑裡開課點,苗栗縣苑裡鎮育才街100號(國立苑裡高中)
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,公館學習中心,苗栗縣公館鄉館東村14鄰忠孝路246號(公館農會旁)
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,頭份開課點,苗栗縣頭份市中正路219號(頭份國小)
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,通霄開課點,通霄鎮中山路190巷1號(通霄國中)
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,苑裡開課點,苑裡鎮新興路19號(縣立苑裡高中客庄分部)
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,頭屋開課點,頭屋鄉中正街86巷14號(頭屋國中)
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,後龍開課點,後龍鎮中山路252號(維真國中)
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,三灣開課點,三灣鄉三灣村忠信路17號(三灣國中)
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,南庄開課點,南庄鄉東村文化路3號(南庄國小)
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,頭屋開課點,苗栗縣頭屋鄉孔聖39號(象山書院)
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,維新里活動中心,苗栗市維新里僑育北街62號1樓
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,新苗里活動中心,苗栗縣苗栗市中正路759號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,大庄里活動中心,苗栗縣後龍鎮大庄里大庄22之5號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,大厝里活動中心,苗栗縣竹南鎮大厝里27鄰真如路560號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,正南里活動中心,苗栗縣竹南鎮延平路58-1號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,忠孝里活動中心,苗栗縣頭份市忠孝二路83號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,自強里活動中心,苗栗縣頭份市自強里信東路98號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,清華里活動中心,苗栗縣苗栗市啟賢街126號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,綠苗里活動中心,苗栗市中正路759號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,福麗里活動中心,苗栗市國華路1279號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,竹南開課點,苗栗縣竹南鎮中正路92號(竹南國中)
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,頭份開課點,苗栗縣頭份市中央路275號(頭份國中)
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,苑東、苑南、苑北聯合社區活動中心,苗栗縣苑裡鎮苑北里13鄰中山路312號4樓
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,東庄里活動中心,351苗栗縣頭份市八德一路66號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,張麗娟老師工作室,351苗栗縣頭份市尚順路49號2樓
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,民族里活動中心,351苗栗縣頭份市東興路108號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,竹南開課據點,350苗栗縣竹南鎮大營路211號(中興商工)
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣社區大學,頭份開課點,351苗栗縣頭份市建國路119號(建國國中)
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,竹南行動教室(竹南國中),苗栗縣竹南鎮中正路92號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,公館行動教室(館中村活動中心),苗栗縣公館鄉館中村宮前路101號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,西湖行動教室,苗栗縣西湖鄉二湖村2鄰土牛溝16-7號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,頭份行動教室(頭份宏法社),苗栗縣頭份市東興路37巷17號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,三灣行動教室(三灣老人文康中心),苗栗縣三灣鄉 三灣村兜角13鄰22號3樓
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,銅鑼福興行動教室(銅鑼福興社區活動中心),苗栗縣銅鑼鄉福興村中山路1號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,頭屋行動教室(外獅潭社區發展協會),苗栗縣頭屋鄉獅潭村9鄰124-6號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,造橋行動教室(造橋鄉立圖書館),苗栗縣造橋鄉鄉造橋村14鄰1號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,苑裡行動教室(文苑國小),苗栗縣苑裡鎮房裡里南房2鄰14號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,竹南行動教室(海口國小),苗栗縣竹南鎮海口里7鄰保福路20號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,後龍行動教室(仁德醫護管理專科學校),苗栗縣後龍鎮溪洲里7鄰砂崙胡79-9號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,銅鑼竹森行動教室(銅鑼竹森社區活動中心),苗栗縣銅鑼鄉竹森村4鄰22-1號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,三義行動教室(雙潭社區關懷中心),苗栗縣三義鄉雙潭村光復路45號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,三義行動教室(雙湖社區活動中心),苗栗縣三義鄉雙湖村17鄰106-2號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,通霄行動教室(通霄老人文康中心),苗栗縣通霄鎮通東里中正路8號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,造橋行動教室(錦水社區活動中心),苗栗縣造橋鄉錦水村4鄰31號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,頭屋行動教室(明德社區活動中心),苗栗縣頭屋鄉明德村6鄰81號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,大明社區大學(佛光山大明寺),苗栗縣苗栗市經國路二段485號
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,三義行動教室,苗栗縣三義鄉雙湖村17鄰106號-2
109年春季班 ( 含寒假班 ),苗栗縣,苗栗縣大明社區大學,三義行動教室,三義鄉雙潭村雙連潭110-7號
109年春季班 ( 含寒假班 ),南投縣,南投縣貓羅溪社區大學,校本部,南投縣南投市復興路669號
109年春季班 ( 含寒假班 ),南投縣,南投縣貓羅溪社區大學,草屯分校,南投縣草屯鎮玉屏路210號
109年春季班 ( 含寒假班 ),南投縣,南投縣貓羅溪社區大學,名間分校,南投縣彰南路220號
109年春季班 ( 含寒假班 ),南投縣,南投縣貓羅溪社區大學,中寮分校,南投縣中寮鄉永平路316號
109年春季班 ( 含寒假班 ),南投縣,南投縣水沙連社區大學,南投縣水沙連社區大學魚池分校,南投縣魚池鄉瓊文巷41號
109年春季班 ( 含寒假班 ),南投縣,南投縣水沙連社區大學,南投縣水沙連社區大學國姓分校,南投縣國姓鄉石門村國姓路237號
109年春季班 ( 含寒假班 ),南投縣,南投縣濁水溪社區大學,校本部,南投縣竹山鎮自強路100號
109年春季班 ( 含寒假班 ),南投縣,南投縣濁水溪社區大學,集集分校,南投縣集集鎮東昌巷4號
109年春季班 ( 含寒假班 ),南投縣,南投縣濁水溪社區大學,水里分校,南投縣水里鄉民生路68號
109年春季班 ( 含寒假班 ),南投縣,南投縣濁水溪社區大學,鹿谷分校,南投縣鹿谷鄉中正路2段174號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二林社區大學,二林社大辦公室,彰化縣二林鎮豐田里南安路41號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二林社區大學,國立二林工商,彰化縣二林鎮豐田里斗苑路四段500號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二林社區大學,二林文化教育園區,彰化縣二林鎮西平里西和一街65號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二林社區大學,南光里活動中心,彰化縣二林鎮南光里懷仁街8號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二林社區大學,彰化水利會二林工作站,彰化縣二林鎮五權街92巷25號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二林社區大學,畦林長春學舍,彰化縣二林鎮後厝里長春路637號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二林社區大學,二林南光教室,彰化縣二林鎮果園街10巷12號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二林社區大學,二林鎮立圖書館,彰化縣二林鎮豐田里斗苑路4段636號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二林社區大學,大城演藝廳,  彰化縣大城鄉東城村中平路132號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二林社區大學,埤頭老人會館,彰化縣埤頭鄉安康街78號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二林社區大學,二林喜樂育幼院,彰化縣二林鎮中西里二城路7號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二林社區大學,東勢社區活動中心,彰化縣彰化縣二林鎮東勢里面前巷2號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二林社區大學,溝頭社區活動中心,彰化縣二林鎮二林鎮溝頭巷51號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二林社區大學,二林喜樂保育院萬合院區,彰化縣二林鎮萬合里太平路二段600號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二林社區大學,實作教室,彰化縣二林鎮儒林路二段100-1號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二林社區大學,西湖游泳池,彰化縣溪湖鎮竹北路138號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二林社區大學,勝興木工坊,彰化縣竹塘鄉民靖村成功路94號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二林社區大學,彰化監獄,彰化縣二林鎮二溪路三段240號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣湖埔社區大學,溪湖校本部,彰化縣溪湖鎮太平里文二街14號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣湖埔社區大學,埔鹽校區(崑崙活動中心),彰化縣埔鹽鄉崑崙村彰水路一段74號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣湖埔社區大學,溪湖鎮公所3樓會議室,彰化縣溪湖鎮湖東里青雅路58號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣湖埔社區大學,溪湖長老教會1樓,彰化縣溪湖鎮員鹿路3段279號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣湖埔社區大學,溪湖大公路活動教室,彰化縣溪湖鎮大公路347號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣湖埔社區大學,溪湖河東社區活動中心,彰化縣溪湖鎮河東里二溪路666號(聖母宮)
109年春季班 ( 含寒假班 ),彰化縣,彰化縣湖埔社區大學,溪湖國小,彰化縣溪湖鎮光華里二溪路一段35號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣湖埔社區大學,埔心國中,彰化縣埔心鄉義民村忠義北路51號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣湖埔社區大學,埔心活動中心,彰化縣埔心鄉武英北路417號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣湖埔社區大學,芎蕉活動中心,彰化縣埔心鄉仁安路65巷103號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣湖埔社區大學,埔心集會所,彰化縣埔心鄉員鹿路四段273號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣湖埔社區大學,湖東國小,彰化縣溪湖鎮大溪路二段423號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣湖埔社區大學,埤霞社區活動中心,513彰化縣埔心鄉五通北路23號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣湖埔社區大學,埔心校區,彰化縣埔心鄉員鹿路二段194號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣湖埔社區大學,巫家韻律教室,514彰化縣溪湖鎮彰水路四段439巷151號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣湖埔社區大學,埔心舊館國小,彰化縣埔心鄉員鹿路四段201號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣湖埔社區大學,東螺溪生態教育園區,彰化縣溪湖鎮環河路一段
109年春季班 ( 含寒假班 ),彰化縣,彰化縣湖埔社區大學,溪湖校本部B棟,彰化縣溪湖鎮文二街15號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣湖埔社區大學,舊館集會所,彰化縣埔心鄉舊館村員鹿路四段282號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣鹿秀社區大學,鹿秀社區大學校本部,彰化縣鹿港鎮龍舟路22號3樓
109年春季班 ( 含寒假班 ),彰化縣,彰化縣鹿秀社區大學,鹿秀社區大學秀水分校,彰化縣秀水鄉中山路257號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣鹿秀社區大學,鹿港國中家政教室,彰化縣福興鄉復興路78號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣鹿秀社區大學,福興鄉番社社區,彰化縣福興鄉番社村番社街11-5號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣鹿秀社區大學,福興鄉外中社區,彰化縣福興鄉外中村外中街123號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣鹿秀社區大學,福興鄉同安社區,彰化縣福興鄉同安村同安巷3-1號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣鹿秀社區大學,秀水高工,彰化縣秀水鄉福安村中山路364號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣鹿秀社區大學,安東社區活動中心,彰化縣秀水鄉安東村枋林巷60號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣鹿秀社區大學,福興鄉西勢社區,彰化縣福興鄉西勢村西勢街34號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣鹿秀社區大學,福興鄉番婆社區,彰化縣福興鄉番婆村彰鹿路6段148號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣鹿秀社區大學,福興鄉番社社區,彰化縣福興鄉番社村番社街11-5號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣彰化社區大學,民族路行動教室,彰化市民族路209號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣彰化社區大學,彰化市老人文康活動中心,彰化市三民路436號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣彰化社區大學,衛生福利部老人養護中心~行動教室,彰化市桃源里虎崗路 1 號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣彰化社區大學,台?社區活動中心行動教室,500彰化縣彰化市一德南路232號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣彰化社區大學,花壇社區活動中心,503彰化縣花壇鄉平和街 
109年春季班 ( 含寒假班 ),彰化縣,彰化縣彰化社區大學,中彰榮譽國民之家行動教室,500彰化縣公園路二段301號 
109年春季班 ( 含寒假班 ),彰化縣,彰化縣彰化社區大學,慈愛教養院行動教室,彰化市大埔路676號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣彰化社區大學,吉祥老人養護中心行動教室,彰化市光復路25號 
109年春季班 ( 含寒假班 ),彰化縣,彰化縣彰化社區大學,竹林社區發展協會,502彰化縣芬園鄉太平路67號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣彰化社區大學,芬園老人養護中心,502彰化縣芬園鄉大彰路一段448號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣彰化社區大學,花壇鄉立圖書館,彰化縣花壇鄉中正路72號　
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,（和美校本部）彰化縣和美高中,彰化縣和美鎮西園路31號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,（伸港分校）彰化縣伸港國中,509彰化縣伸港鄉新港路280巷101號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,伸港鄉老人會,509彰化縣伸港鄉新港村忠孝東街50號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,線西鄉老人會,彰化縣線西鄉中央路二段15號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,和美鎮詔安社區,508彰化縣和美鎮彰和路二段176號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,和美鎮雅溝社區,彰化縣和美鎮雅溝里南軒路359巷7號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,和美鎮竹營社區,彰化縣和美鎮和頭路237號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,線西鄉頂犁社區,彰化縣線西鄉頂犁村 頂犁?48之1號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,伸港鄉泉州社區,彰化縣伸港鄉泉州村仁愛路123號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,伸港鄉大同社區,509彰化縣伸港鄉六塊寮26號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,伸港鄉曾家社區,509彰化縣伸港鄉曾家村曾家路136-2號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,彰化大愛照顧服務附設和美日間照顧中心,彰化縣和美鎮美寮路二段490號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,和美鎮面前社區,彰化縣和美鎮雅安路265號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,和美鎮道東書院,彰化縣和美鎮和西里和卿路101號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,和美鎮源埤社區,彰化縣和美鎮南安路105號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,伸港鄉新港社區,伸港鄉新港村自強路臨30號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,和美鎮中圍社區,和美鎮竹社路123號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,和美鎮地潭社區,和美鎮晉北路458號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,線西鄉溝內社區,線西鄉溝內路34-1號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,線西鄉寓埔社區,線西鄉寓埔路177-1號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,和美鎮新庄社區,508彰化縣和美鎮東發路100巷36號之1號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,和美鎮中寮大庄社區,508彰化縣和美鎮桂東路159巷18號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,林庚壬議員服務處,彰化縣和美鎮信義路241號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,和美鎮月眉社區,508彰化縣和美鎮和厝路一段276號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,線西鄉頂庄社區, 507彰化縣線西鄉沿海路二段334巷32號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,線西鄉農會, 507彰化縣線西鄉中央路二段20號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,線西鄉塭仔社區, 507彰化縣線西鄉塭仔路91號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣美港西社區大學,線西鄉台灣優格餅乾學院,507彰化縣線西鄉草豐路501巷5號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,永靖甘澍宮,彰化縣永靖鄉湳港村永社路205號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,校本部-國立員林高級農工職業學校,彰化縣員林市員水路二段313號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,彰化縣永靖國民小學,彰化縣永靖鄉中山路二段65號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,員林鎮育英國民小學,彰化縣員林市光明街31號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,員林市立第一圖書館,彰化縣員林市中正里三民街2-1號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,廣天宮禪室,員林市出水里出水巷13-1號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,桌球行動教室,員林市永興街184號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,高爾夫球場,埔心鄉油車村二抱路三段42號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,烘焙教室,員林市永和街22號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,海洋森林游泳氧身館,員林市建國路289號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,瑜珈教室,員林市大同路二段72之1號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,手工皂教室,員林市員東路二段347號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,有氧教室,員林市員水路二段465巷15弄19號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,卡拉OK教室,員林市員東路一段402號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,卡拉OK教室,員林市建國路185號1樓
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,音樂教室,員林市大同路一段285巷71號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,瑜珈教室,員林市大同路二段5巷2號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,舞蹈教室,員林市育英路30號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,舞蹈教室,員林市中正路473巷10號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,音樂教室,員林市南昌路128號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,運動健身教室,員林市大同路一段295號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,卡拉OK教室,員林市龍富街61號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,惠陽宮妙化堂,員林市光明街141巷20號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,手作教室,員林市員水路二段421巷85號 
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,電腦教室,員林市中山路二段107號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,舞蹈教室,員林市雙平路28號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,瑜珈教室,員林市永安街9號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,音樂教室,員林市員鹿路140號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,手工皂教室,員林市員水路二段421巷46弄7號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,舞蹈教室,員林市大同路一段376號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,音樂教室,永靖鄉瑚璉村永興路三段295號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,南平社區活動中心,員林市新生路354號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,三福宮,員林市三橋里三橋街403號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,舞蹈教室,員林市林森路127號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣員永村社區大學,羽球教室,員林市浮圳路一段200號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二社田社區大學,社頭教學中心(崙雅國小),彰化縣社頭鄉員集路一段615號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二社田社區大學,田中教學中心-校本部(田中國小),彰化縣田中鎮中州路一段177號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二社田社區大學,湳雅國小,彰化縣社頭鄉湳雅村山腳路三段395號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二社田社區大學,中潭社區活動中心,彰化縣田中鎮中潭里員集路三段125巷276號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二社田社區大學,田中窯,彰化縣田中鎮斗中路二段230巷248號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二社田社區大學,衛生福利部中區老人之家,彰化縣田中鎮中南路二段210號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二社田社區大學,廣興社區,彰化縣社頭鄉廣興村中興路47號
109年春季班 ( 含寒假班 ),彰化縣,彰化縣二社田社區大學,彰化榮民之家,彰化縣田中鎮中南路二段421號
